Suburb,Address,Rooms,Type,Method,SellerG,Date,Distance,Postcode,Bedroom,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Latitude,Longtitude,Regionname,Propertycount,ParkingArea,Price
Murrumbeena,9 Omama Rd,3,h,PI,Woodards,11/11/2017,10.1,3163.0,3.0,1.0,1.0,552.0,162,1990.0,Glen Eira City Council,-37.8899,145.0704,Southern Metropolitan,4442.0,Parkade,1450000.0
Caroline Springs,9 The Entrance,3,h,S,Prof.,3/2/2018,14.8,3023.0,3.0,2.0,2.0,154.0,135,2007.0,Melton City Council,-37.72396,144.74698,Western Metropolitan,7719.0,Carport,450000.0
Pascoe Vale,2/22 Joffre Rd,3,u,S,Jellis,6/8/2016,9.9,3044.0,3.0,1.0,1.0,180.0,98,2009.0,Moreland City Council,-37.718,144.94,Northern Metropolitan,7485.0,Carport,585000.0
Craigieburn,13 Fermont Av,4,h,S,Barry,18/11/2017,20.6,3064.0,4.0,2.0,2.0,400.0,144,2011.0,Hume City Council,-37.5812,144.9126,Northern Metropolitan,15510.0,Indoor,583000.0
Parkdale,20 Hawke St,4,h,SP,Barry,27/05/2017,21.5,3195.0,4.0,2.0,4.0,641.0,180,1980.0,Kingston City Council,-37.98464,145.08185,South-Eastern Metropolitan,5087.0,Detached Garage,1137500.0
Airport West,2/49 McIntosh St,2,u,VB,Barry,4/3/2017,13.5,3042.0,2.0,1.0,1.0,168.0,86,2011.0,Moonee Valley City Council,-37.7215,144.8864,Western Metropolitan,3464.0,Parkade,500000.0
Camberwell,2 Lyric Gr,5,h,PI,Marshall,17/02/2018,7.7,3124.0,5.0,2.0,3.0,930.0,248,1930.0,Boroondara City Council,-37.83924,145.06768,Southern Metropolitan,8920.0,Parking Pad,2420000.0
Bentleigh East,14 Florence St,3,h,S,Buxton,19/11/2016,13.9,3165.0,3.0,1.0,2.0,543.0,163,1970.0,Glen Eira City Council,-37.9242,145.0705,Southern Metropolitan,10969.0,Carport,977000.0
Richmond,184 Buckingham St,3,t,SP,Jellis,17/03/2018,2.4,3121.0,3.0,2.0,1.0,104.0,118,2002.0,Yarra City Council,-37.81471,145.0086,Northern Metropolitan,14949.0,Attached Garage,1150000.0
Ormond,5/11 Ormond Rd,2,u,PI,Purplebricks,25/02/2017,11.8,3204.0,2.0,1.0,1.0,0.0,69,1970.0,Glen Eira City Council,-37.903,145.0452,Southern Metropolitan,3578.0,Indoor,430000.0
Windsor,31 Raleigh St,2,h,S,Jellis,28/08/2016,5.1,3181.0,2.0,1.0,1.0,157.0,101,1900.0,Port Phillip City Council,-37.8522,144.986,Southern Metropolitan,4380.0,Carport,1350000.0
St Kilda,2 Alfred Sq,4,h,VB,Marshall,17/03/2018,5.0,3182.0,4.0,2.0,1.0,596.0,293,1880.0,Port Phillip City Council,-37.86429,144.97382,Southern Metropolitan,13240.0,Detached Garage,3600000.0
Windsor,3/45 Williams Rd,2,u,SP,hockingstuart,24/09/2016,5.1,3181.0,2.0,1.0,1.0,1452.0,96,1970.0,Port Phillip City Council,-37.8554,145.0018,Southern Metropolitan,4380.0,Detached Garage,600000.0
Carnegie,1/58 Coorigil Rd,2,u,S,Woodards,27/11/2016,11.4,3163.0,2.0,1.0,1.0,0.0,70,1973.0,Glen Eira City Council,-37.8956,145.0613,Southern Metropolitan,7822.0,Indoor,605000.0
Boronia,10 Hansen Rd,4,h,S,iTRAK,15/07/2017,25.0,3155.0,4.0,2.0,4.0,2033.0,255,1970.0,Knox City Council,-37.86669,145.29959,Eastern Metropolitan,9704.0,Underground,950000.0
Hawthorn East,11 Condor St,5,h,PI,Noel,17/06/2017,6.2,3123.0,5.0,3.0,2.0,572.0,274,2000.0,Boroondara City Council,-37.81936,145.05131,Southern Metropolitan,6482.0,Detached Garage,2855000.0
Richmond,43 Type St,3,h,S,Biggin,27/11/2016,2.6,3121.0,3.0,1.0,1.0,152.0,92,1910.0,Yarra City Council,-37.8219,145.0096,Northern Metropolitan,14949.0,Parking Pad,1270000.0
Dallas,17 Boort St,3,h,S,YPA,14/10/2017,14.0,3047.0,3.0,1.0,3.0,582.0,92,1960.0,Hume City Council,-37.67454,144.93339,Northern Metropolitan,2246.0,Detached Garage,506000.0
Ormond,6/32 Walsh St,2,u,S,Gary,1/7/2017,11.4,3204.0,2.0,1.0,1.0,0.0,88,1970.0,Glen Eira City Council,-37.90286,145.04772,Southern Metropolitan,3578.0,Attached Garage,562000.0
Oakleigh,36 Hatter St,3,h,S,Buxton,27/11/2016,14.0,3166.0,3.0,1.0,2.0,528.0,112,1930.0,Monash City Council,-37.9066,145.088,Southern Metropolitan,3224.0,Detached Garage,1225000.0
Sunshine West,14 Killeen St,3,h,S,Homes,27/06/2016,13.5,3020.0,3.0,1.0,1.0,591.0,103,1971.0,Brimbank City Council,-37.7987,144.8196,Western Metropolitan,6763.0,Parkade,470000.0
Melbourne,33/300 King St,1,u,S,MICM,17/09/2016,2.8,3000.0,1.0,1.0,2.0,0.0,102,1965.0,Melbourne City Council,-37.8132,144.9545,Northern Metropolitan,17496.0,Indoor,680000.0
Blackburn South,9 Wardle Cl,4,h,S,Noel,17/02/2018,13.4,3130.0,4.0,2.0,2.0,616.0,158,1979.0,Whitehorse City Council,-37.83624,145.14265,Eastern Metropolitan,4387.0,Carport,1250000.0
Bentleigh,112 Tucker Rd,4,h,S,Buxton,10/12/2016,13.0,3204.0,4.0,2.0,4.0,902.0,233,1950.0,Glen Eira City Council,-37.924,145.0504,Southern Metropolitan,6795.0,Attached Garage,1815000.0
Templestowe,32 Mahoney St,4,t,VB,Jellis,21/10/2017,15.5,3106.0,4.0,3.0,2.0,345.0,125,1950.0,Manningham City Council,-37.75521,145.12176,Eastern Metropolitan,6202.0,Indoor,1550000.0
South Melbourne,219 Cecil St,3,h,S,Frank,24/02/2018,1.9,3205.0,3.0,1.0,1.0,104.0,133,1890.0,Port Phillip City Council,-37.83649,144.95965,Southern Metropolitan,5943.0,Parkade,1750000.0
West Footscray,23 Fontein St,2,h,S,Sweeney,22/05/2016,8.2,3012.0,2.0,1.0,2.0,462.0,101,1960.0,Maribyrnong City Council,-37.8009,144.8653,Western Metropolitan,5058.0,Attached Garage,850000.0
St Kilda,8/98 Barkly St,3,h,PI,hockingstuart,18/03/2017,6.1,3182.0,3.0,2.0,2.0,1039.0,133,2006.0,Port Phillip City Council,-37.8638,144.982,Southern Metropolitan,13240.0,Parking Pad,1120000.0
Brighton East,3/87 Thomas St,2,u,S,Hodges,12/8/2017,10.3,3187.0,2.0,1.0,2.0,275.0,106,1970.0,Bayside City Council,-37.91106,145.02394,Southern Metropolitan,6938.0,Detached Garage,890000.0
Bentleigh,1 Donaldson St,3,h,S,Jellis,14/10/2017,11.4,3204.0,3.0,1.0,2.0,569.0,0,1940.0,Glen Eira City Council,-37.91456,145.04109,Southern Metropolitan,6795.0,Attached Garage,1730000.0
Moonee Ponds,61 Athol St,3,h,SP,Brad,16/04/2016,6.9,3039.0,3.0,2.0,2.0,394.0,160,1890.0,Moonee Valley City Council,-37.7699,144.9149,Western Metropolitan,6232.0,Indoor,1400000.0
Kilsyth,12 Moira Rd,4,h,SP,McGrath,11/11/2017,26.0,3137.0,4.0,2.0,4.0,982.0,224,1970.0,Maroondah City Council,-37.8039,145.3203,Eastern Metropolitan,4654.0,Carport,906000.0
St Kilda,9A Neptune St,2,h,S,Whiting,24/02/2018,5.0,3182.0,2.0,1.0,1.0,120.0,82,1980.0,Port Phillip City Council,-37.86339,144.97856,Southern Metropolitan,13240.0,Attached Garage,920000.0
Mentone,23 Levanto St,2,h,S,hockingstuart,25/11/2017,20.0,3194.0,2.0,2.0,2.0,390.0,119,1950.0,Kingston City Council,-37.9797,145.0751,South-Eastern Metropolitan,6162.0,Carport,780000.0
Werribee,11 Taisho Ct,4,h,S,Purplebricks,17/03/2018,14.7,3030.0,4.0,2.0,2.0,451.0,192,2000.0,Wyndham City Council,-37.90813,144.63034,Western Metropolitan,16166.0,Detached Garage,580000.0
Reservoir,10 Gilbank St,3,h,S,Nelson,22/05/2016,11.2,3073.0,3.0,2.0,1.0,527.0,177,1950.0,Darebin City Council,-37.7238,144.9964,Northern Metropolitan,21650.0,Underground,921500.0
Keilor East,23 Chappell Pl,4,h,S,Moonee,22/08/2016,12.8,3033.0,4.0,2.0,2.0,686.0,198,1995.0,Brimbank City Council,-37.7394,144.8628,Western Metropolitan,5629.0,Indoor,830000.0
Cremorne,12 Melrose St,3,h,S,Biggin,28/05/2016,2.5,3121.0,2.0,2.0,2.0,138.0,108,2001.0,Yarra City Council,-37.8288,144.9891,Northern Metropolitan,1123.0,Carport,1300000.0
Vermont South,250 Hawthorn Rd,4,h,VB,Noel,17/06/2017,17.2,3133.0,4.0,2.0,2.0,651.0,187,1975.0,Whitehorse City Council,-37.84842,145.1816,Eastern Metropolitan,4280.0,Attached Garage,1050000.0
Abbotsford,143 Charles St,3,h,S,Nelson,12/8/2017,3.0,3067.0,3.0,1.0,0.0,142.0,130,1880.0,Yarra City Council,-37.80359,144.99538,Northern Metropolitan,4019.0,Attached Garage,1635000.0
Glen Huntly,1/205 Grange Rd,2,u,S,Gary,26/07/2016,10.4,3163.0,2.0,1.0,1.0,1784.0,110,1970.0,Glen Eira City Council,-37.8966,145.0453,Southern Metropolitan,2403.0,Detached Garage,640000.0
Werribee,18 Conquest Dr,4,h,PI,hockingstuart,29/07/2017,14.7,3030.0,4.0,2.0,2.0,555.0,237.0,2002.0,Wyndham City Council,-37.89359,144.66911,Western Metropolitan,16166.0,Carport,645000.0
Highett,24 View St,5,h,S,Hodges,28/10/2017,16.0,3190.0,5.0,3.0,2.0,501.0,312.0,2015.0,Bayside City Council,-37.94996,145.0452,Southern Metropolitan,4794.0,Detached Garage,1776000.0
Malvern East,1c Wilmot St,2,t,S,Jellis,30/07/2016,11.2,3145.0,2.0,2.0,1.0,0.0,120.0,2015.0,Stonnington City Council,-37.8828,145.0528,Southern Metropolitan,8801.0,Parkade,650000.0
Box Hill,22 William St,3,h,SP,Ray,15/10/2016,13.1,3128.0,3.0,1.0,2.0,664.0,106,1930.0,Whitehorse City Council,-37.8235,145.1276,Eastern Metropolitan,4605.0,Carport,1500000.0
Northcote,8 Reid St,2,h,S,Ray,22/08/2016,5.5,3070.0,2.0,1.0,2.0,306.0,86,1910.0,Darebin City Council,-37.7644,145.004,Northern Metropolitan,11364.0,Carport,1095000.0
Croydon,30 Allendale Rd,5,h,SP,Jellis,14/10/2017,23.0,3136.0,5.0,2.0,2.0,983.0,200,1975.0,Maroondah City Council,-37.79189,145.29661,Eastern Metropolitan,11925.0,Attached Garage,880000.0
Glenroy,10 Anselm Gr,3,h,S,Eview,17/09/2016,13.0,3046.0,3.0,1.0,4.0,704.0,102,1960.0,Moreland City Council,-37.7021,144.9136,Northern Metropolitan,8870.0,Indoor,703000.0
Mill Park,67 Freeman Cr,3,h,S,Barry,25/11/2017,17.9,3082.0,3.0,2.0,3.0,689.0,127,1980.0,Whittlesea City Council,-37.6654,145.0568,Northern Metropolitan,10529.0,Outdoor Stall,660000.0
Glenroy,20A Apsley St,3,h,S,Stockdale,29/07/2017,11.2,3046.0,3.0,1.0,4.0,650.0,135.0,1950.0,Moreland City Council,-37.70768,144.92586,Northern Metropolitan,8870.0,Outdoor Stall,820000.0
Middle Park,108 Hambleton St,3,h,SA,Greg,24/02/2018,3.0,3206.0,3.0,1.0,0.0,284.0,148,1890.0,Port Phillip City Council,-37.84794,144.96117,Southern Metropolitan,2019.0,Carport,3750000.0
Heidelberg Heights,19 Collins St,2,h,PI,Nelson,7/10/2017,8.8,3081.0,2.0,1.0,1.0,622.0,85,1950.0,Banyule City Council,-37.73765,145.05405,Eastern Metropolitan,2947.0,Indoor,760000.0
South Yarra,19/110 Caroline St,2,u,PI,Williams,8/10/2016,3.3,3141.0,2.0,1.0,1.0,0.0,75,1960.0,Melbourne City Council,-37.8343,144.9899,Southern Metropolitan,14887.0,Indoor,780000.0
Mount Evelyn,4 Longview Rd,3,h,S,Ray,19/08/2017,31.6,3796.0,3.0,1.0,0.0,915.0,101,1970.0,Yarra Ranges Shire Council,-37.78495,145.3919,Eastern Victoria,3532.0,Indoor,515000.0
Balwyn,17 Knutsford St,3,h,S,Jellis,27/11/2016,9.7,3103.0,3.0,2.0,1.0,706.0,166,1930.0,Boroondara City Council,-37.8161,145.0748,Southern Metropolitan,5682.0,Carport,3401000.0
Vermont,5 Judy Ct,4,h,S,Philip,28/10/2017,17.2,3133.0,4.0,1.0,4.0,880.0,142.0,1980.0,Maroondah City Council,-37.83737,145.18819,Eastern Metropolitan,4181.0,Indoor,1133000.0
Seaford,43 Galway St,3,h,S,Harcourts,3/6/2017,35.4,3198.0,3.0,1.0,2.0,648.0,96,1960.0,Frankston City Council,-38.11014,145.14336,South-Eastern Metropolitan,8077.0,Detached Garage,540000.0
Kew East,12 Kilby Rd,4,h,VB,Jellis,14/10/2017,7.3,3102.0,4.0,2.0,2.0,650.0,248,1940.0,Boroondara City Council,-37.79135,145.04348,Southern Metropolitan,2671.0,Carport,2000000.0
Wantirna South,20 Mingana Rd,4,h,SP,Ray,16/09/2017,14.7,3152.0,4.0,2.0,3.0,729.0,173,1970.0,Knox City Council,-37.85728,145.24839,Eastern Metropolitan,7082.0,Detached Garage,1060000.0
Reservoir,4 Newton St,3,h,PI,Ray,26/08/2017,12.0,3073.0,3.0,1.0,2.0,585.0,90,1960.0,Darebin City Council,-37.73173,145.02884,Northern Metropolitan,21650.0,Carport,800000.0
Prahran,30 Chatsworth Rd,3,h,S,Jellis,28/10/2017,4.6,3181.0,3.0,1.0,1.0,309.0,121.0,1900.0,Stonnington City Council,-37.85213,145.00683,Southern Metropolitan,7717.0,Indoor,1960000.0
Jacana,17 Fidge Ct,2,h,S,RW,8/7/2017,14.0,3047.0,2.0,1.0,1.0,662.0,98,1960.0,Hume City Council,-37.68988,144.91113,Northern Metropolitan,851.0,Attached Garage,575500.0
Glenroy,125 Augustine Tce,5,h,SP,Boran,9/12/2017,11.2,3046.0,5.0,3.0,2.0,909.0,342,1990.0,Moreland City Council,-37.695,144.91038,Northern Metropolitan,8870.0,Detached Garage,810000.0
Footscray,120 MacPherson St,3,h,S,Biggin,12/6/2016,6.4,3011.0,3.0,1.0,1.0,265.0,115,1910.0,Maribyrnong City Council,-37.7975,144.8894,Western Metropolitan,7570.0,Detached Garage,760000.0
Oak Park,11 Murphy St,4,h,S,Ray,7/11/2016,11.5,3046.0,4.0,2.0,2.0,780.0,179,1965.0,Moreland City Council,-37.7168,144.9171,Northern Metropolitan,2651.0,Parking Pad,920000.0
Diamond Creek,2 Wensley St,3,h,S,Morrison,6/1/2018,21.8,3089.0,3.0,1.0,1.0,530.0,123,1970.0,Nillumbik Shire Council,-37.67786,145.15975,Northern Victoria,4258.0,Outdoor Stall,700000.0
Brighton,74 Well St,5,h,PI,Buxton,24/02/2018,10.5,3186.0,5.0,2.0,2.0,624.0,438,2000.0,Bayside City Council,-37.91852,144.99742,Southern Metropolitan,10579.0,Carport,3800000.0
West Melbourne,209/5 Stawell St,1,u,S,Nelson,24/09/2016,1.9,3003.0,1.0,1.0,1.0,547.0,58,1900.0,Melbourne City Council,-37.806,144.942,Northern Metropolitan,2230.0,Outdoor Stall,443000.0
Doncaster East,6 Jising Ct,4,h,S,Jellis,11/11/2017,14.3,3109.0,4.0,2.0,2.0,381.0,180,1990.0,Manningham City Council,-37.7913,145.1443,Eastern Metropolitan,10999.0,Indoor,1128000.0
Essendon,42 Fitzgerald Rd,3,h,S,Frank,20/05/2017,8.0,3040.0,3.0,1.0,1.0,387.0,135,1900.0,Moonee Valley City Council,-37.755,144.9272,Western Metropolitan,9264.0,Attached Garage,1131000.0
Blackburn,13 Hamilton Av,3,h,S,Ray,9/12/2017,13.4,3130.0,3.0,2.0,2.0,353.0,111,1999.0,Whitehorse City Council,-37.81439,145.14541,Eastern Metropolitan,5713.0,Outdoor Stall,1050000.0
Middle Park,141 Richardson St,3,h,PI,Greg,28/08/2016,4.1,3206.0,3.0,1.0,3.0,217.0,125,1900.0,Port Phillip City Council,-37.8474,144.9582,Southern Metropolitan,2019.0,Outdoor Stall,1910000.0
Coburg North,17 Convent Ct,2,h,S,First,12/11/2016,9.2,3058.0,2.0,1.0,2.0,833.0,107,1960.0,Darebin City Council,-37.7297,144.9654,Northern Metropolitan,3445.0,Underground,935000.0
Heidelberg,8/75 Hawdon St,2,u,VB,Mason,12/8/2017,8.9,3084.0,2.0,1.0,0.0,2020.0,68,1998.0,Banyule City Council,-37.75692,145.06426,Eastern Metropolitan,2890.0,Detached Garage,450000.0
Forest Hill,35 Panorama Dr,4,h,S,Ray,15/07/2017,15.4,3131.0,4.0,2.0,2.0,294.0,194,2010.0,Whitehorse City Council,-37.85156,145.16923,Eastern Metropolitan,4385.0,Carport,945000.0
Glenroy,82 Paget Av,3,h,S,Barry,14/10/2017,11.2,3046.0,3.0,1.0,1.0,580.0,92,1960.0,Moreland City Council,-37.69913,144.92563,Northern Metropolitan,8870.0,Parkade,752000.0
Melton,22 Bittern St,3,h,S,HAR,8/7/2017,31.7,3337.0,3.0,2.0,2.0,586.0,118,1980.0,Melton City Council,-37.67831,144.57342,Western Victoria,3600.0,Attached Garage,373500.0
Noble Park,6 Helen Ct,3,h,SP,Leyton,27/05/2017,22.7,3174.0,3.0,1.0,1.0,587.0,114.2,1960.0,Greater Dandenong City Council,-37.96968,145.16832,South-Eastern Metropolitan,11806.0,Parkade,676000.0
Bentleigh East,4 Wingate St,4,h,S,hockingstuart,28/08/2016,13.9,3165.0,4.0,2.0,2.0,592.0,219,2013.0,Glen Eira City Council,-37.9351,145.0572,Southern Metropolitan,10969.0,Parkade,1472500.0
Richmond,201/77 Abinger St,1,u,VB,Marshall,23/09/2017,2.4,3121.0,1.0,1.0,1.0,4425.0,51,2012.0,Yarra City Council,-37.82009,145.0038,Northern Metropolitan,14949.0,Attached Garage,400000.0
Melton,118 Barries Rd,3,h,S,FN,23/09/2017,31.7,3337.0,3.0,1.0,0.0,362.0,19,1976.0,Melton City Council,-37.68755,144.56887,Western Victoria,3600.0,Parkade,283000.0
Frankston South,14 Poinciana St,3,h,S,hockingstuart,1/7/2017,38.0,3199.0,3.0,1.0,2.0,786.0,174,1960.0,Frankston City Council,-38.16492,145.12656,South-Eastern Metropolitan,7566.0,Carport,755000.0
St Albans,9 Gray Ct,3,h,PI,YPA,1/7/2017,14.0,3021.0,3.0,1.0,2.0,563.0,171,1989.0,Brimbank City Council,-37.7627,144.81107,Western Metropolitan,14042.0,Attached Garage,610000.0
Forest Hill,59 Vicki St,3,h,S,Noel,21/10/2017,15.4,3131.0,3.0,1.0,1.0,601.0,110,1970.0,Whitehorse City Council,-37.84121,145.16068,Eastern Metropolitan,4385.0,Detached Garage,1134000.0
Ivanhoe,122 Bond St,4,h,SP,Nelson,24/02/2018,7.8,3079.0,4.0,2.0,2.0,624.0,200,1955.0,Banyule City Council,-37.76154,145.03147,Eastern Metropolitan,5549.0,Parkade,1836000.0
Collingwood,29/78 Oxford St,2,u,PI,Jellis,30/07/2016,1.6,3066.0,2.0,2.0,1.0,0.0,114.0,1920.0,Yarra City Council,-37.8035,144.985,Northern Metropolitan,4553.0,Indoor,860000.0
Fitzroy,6/226 Moor St,2,u,VB,hockingstuart,27/06/2016,1.6,3065.0,2.0,1.0,1.0,0.0,70,2007.0,Yarra City Council,-37.8024,144.9835,Northern Metropolitan,5825.0,Attached Garage,630000.0
Dandenong North,54 Neasham Dr,3,h,S,Le,10/3/2018,24.7,3175.0,3.0,2.0,2.0,551.0,137,1970.0,Greater Dandenong City Council,-37.94526,145.19999,South-Eastern Metropolitan,8322.0,Indoor,642500.0
Hampton,53 Bridge St,4,h,S,Marshall,25/02/2017,13.7,3188.0,4.0,3.0,2.0,627.0,303,1997.0,Bayside City Council,-37.9449,145.0068,Southern Metropolitan,5454.0,Indoor,3325000.0
Brighton,4/14 Brickwood St,2,u,S,Marshall,18/03/2017,11.2,3186.0,2.0,1.0,1.0,107.0,75,1950.0,Bayside City Council,-37.8958,144.9982,Southern Metropolitan,10579.0,Indoor,858000.0
Brunswick,39 Bishop St,3,h,SP,Nelson,17/03/2018,5.2,3056.0,3.0,1.0,1.0,159.0,103,1900.0,Moreland City Council,-37.75986,144.96671,Northern Metropolitan,11918.0,Attached Garage,955000.0
Brunswick,7 Louisa St,3,h,SP,Jellis,27/11/2016,5.2,3056.0,3.0,1.0,3.0,308.0,119,1943.0,Moreland City Council,-37.7649,144.9641,Northern Metropolitan,11918.0,Parkade,1020000.0
Williamstown,16 Hannan St,5,h,S,Jas,3/3/2018,6.8,3016.0,5.0,2.0,1.0,655.0,244,1910.0,Hobsons Bay City Council,-37.86605,144.88686,Western Metropolitan,6380.0,Carport,2720000.0
Essendon,1/15 Gilbertson St,2,u,S,Nelson,23/04/2016,8.0,3040.0,2.0,1.0,1.0,0.0,106,1940.0,Moonee Valley City Council,-37.7412,144.8974,Western Metropolitan,9264.0,Carport,736000.0
Williamstown,20 Bates Dr,3,h,S,Williams,7/11/2016,8.0,3016.0,3.0,2.0,2.0,348.0,200,1997.0,Hobsons Bay City Council,-37.8578,144.8799,Western Metropolitan,6380.0,Parkade,1200000.0
Heidelberg Heights,60 McEwan Rd,3,h,PI,Haughton,18/11/2017,8.8,3081.0,3.0,1.0,2.0,560.0,98,1950.0,Banyule City Council,-37.7374,145.0537,Eastern Metropolitan,2947.0,Parkade,705000.0
Altona,104 Maidstone St,2,h,SP,hockingstuart,27/11/2016,13.8,3018.0,2.0,2.0,1.0,675.0,100,1950.0,Hobsons Bay City Council,-37.8653,144.8129,Western Metropolitan,5301.0,Detached Garage,857000.0
South Yarra,8/18 Darling St,2,u,S,hockingstuart,4/3/2017,3.3,3141.0,2.0,1.0,1.0,0.0,64,1970.0,Melbourne City Council,-37.8374,144.9918,Southern Metropolitan,14887.0,Detached Garage,535000.0
Lalor,87 Kingsway Dr,3,h,SP,Love,17/02/2018,16.3,3075.0,3.0,2.0,1.0,391.0,116,1970.0,Whittlesea City Council,-37.6648,145.00826,Northern Metropolitan,8279.0,Detached Garage,540000.0
Newport,65 Charlotte St,3,h,SP,Jas,10/12/2016,8.4,3015.0,3.0,2.0,1.0,0.0,138,1970.0,Hobsons Bay City Council,-37.8352,144.8661,Western Metropolitan,5498.0,Outdoor Stall,800000.0
Prahran,20 King St,2,h,VB,Biggin,27/05/2017,4.6,3181.0,2.0,1.0,0.0,117.0,48,1900.0,Stonnington City Council,-37.84998,144.99499,Southern Metropolitan,7717.0,Indoor,780000.0
Canterbury,31 Rubens Gr,5,h,PI,Jellis,7/5/2016,9.0,3126.0,5.0,2.0,2.0,795.0,297,1910.0,Boroondara City Council,-37.8181,145.0668,Southern Metropolitan,3265.0,Indoor,2900000.0
Ringwood,3 Sang Ct,3,h,S,Philip,22/07/2017,19.9,3134.0,3.0,2.0,2.0,651.0,162,1977.0,Maroondah City Council,-37.79638,145.24268,Eastern Metropolitan,7785.0,Parkade,910000.0
Preston,1 Emerald St,2,h,VB,Barry,3/3/2018,8.4,3072.0,2.0,1.0,2.0,200.0,112,2016.0,Darebin City Council,-37.7443,145.01791,Northern Metropolitan,14577.0,Carport,650000.0
Eaglemont,2/12 Ashby Gr,2,u,SP,Miles,23/04/2016,10.3,3084.0,2.0,1.0,1.0,112.0,95,1970.0,Banyule City Council,-37.7669,145.0521,Eastern Metropolitan,1651.0,Attached Garage,600000.0
Pascoe Vale,16 Hayes Pde,5,h,S,Nelson,29/04/2017,9.9,3044.0,5.0,2.0,2.0,706.0,166.0,1950.0,Moreland City Council,-37.7328,144.9281,Northern Metropolitan,7485.0,Indoor,958000.0
Malvern East,24 Prior Rd,2,h,PI,Jellis,14/05/2016,11.2,3145.0,2.0,1.0,2.0,604.0,119,1960.0,Stonnington City Council,-37.8835,145.0886,Southern Metropolitan,8801.0,Carport,1150000.0
Wantirna South,79 Somes St,5,h,S,Barry,19/08/2017,14.7,3152.0,5.0,3.0,2.0,634.0,294,2000.0,Knox City Council,-37.88634,145.21601,Eastern Metropolitan,7082.0,Attached Garage,1235000.0
Elwood,4/19 Ruskin St,3,t,S,Chisholm,29/07/2017,7.2,3184.0,3.0,2.0,2.0,0.0,111.0,2010.0,Port Phillip City Council,-37.87472,144.98235,Southern Metropolitan,8989.0,Attached Garage,1035000.0
Hawthorn,9/454 Burwood Rd,1,u,S,hockingstuart,12/8/2017,5.3,3122.0,1.0,1.0,1.0,0.0,47,2004.0,Boroondara City Council,-37.82334,145.04015,Southern Metropolitan,11308.0,Carport,420000.0
Moonee Ponds,36 Aberfeldie St,3,h,SP,McDonald,3/6/2017,6.2,3039.0,3.0,2.0,2.0,596.0,203,1950.0,Moonee Valley City Council,-37.76086,144.90497,Western Metropolitan,6232.0,Parkade,1850000.0
Pascoe Vale,170 Boundary Rd,3,t,S,Brad,14/10/2017,8.5,3044.0,3.0,2.0,2.0,1021.0,150,2003.0,Moreland City Council,-37.71725,144.94551,Northern Metropolitan,7485.0,Indoor,710000.0
Greensborough,34 Crana Gr,3,h,S,Morrison,16/09/2017,16.1,3088.0,3.0,2.0,2.0,587.0,200,1979.0,Banyule City Council,-37.68569,145.10902,Northern Metropolitan,8524.0,Carport,922000.0
Alphington,11 Margaret Gr,4,h,SP,McGrath,27/11/2016,6.4,3078.0,4.0,2.0,2.0,556.0,272,1930.0,Darebin City Council,-37.7844,145.0225,Northern Metropolitan,2211.0,Carport,1900000.0
Rowville,18 Yvette Dr,3,h,S,Harcourts,8/7/2017,23.5,3178.0,3.0,2.0,2.0,537.0,220,2001.0,Knox City Council,-37.92778,145.24796,South-Eastern Metropolitan,11667.0,Parking Pad,860000.0
St Kilda,11/10 Carlisle St,1,u,VB,Buxton,11/2/2017,6.1,3182.0,1.0,1.0,1.0,0.0,57,2001.0,Port Phillip City Council,-37.8668,144.9801,Southern Metropolitan,13240.0,Indoor,500000.0
Taylors Hill,13 York Cl,4,h,S,YPA,6/1/2018,18.0,3037.0,4.0,2.0,2.0,666.0,214,2003.0,Melton City Council,-37.70533,144.74731,Western Metropolitan,4242.0,Indoor,660000.0
Research,21 Valley Rd,4,h,S,Jellis,24/02/2018,18.0,3095.0,4.0,2.0,2.0,731.0,125,1970.0,Nillumbik Shire Council,-37.70199,145.18138,Eastern Metropolitan,938.0,Underground,930000.0
West Footscray,2/30 Fontein St,2,u,SP,Biggin,18/03/2017,8.2,3012.0,2.0,1.0,1.0,154.0,2,2005.0,Maribyrnong City Council,-37.8004,144.8647,Western Metropolitan,5058.0,Carport,545000.0
Ivanhoe,3 Sylvan Ct,3,h,S,Jellis,13/05/2017,7.9,3079.0,3.0,2.0,2.0,618.0,215,1960.0,Banyule City Council,-37.7817,145.0391,Eastern Metropolitan,5549.0,Indoor,1851000.0
Hampton,18 Kanowna St,4,h,S,hockingstuart,30/07/2016,13.7,3188.0,4.0,2.0,2.0,714.0,188.0,1925.0,Bayside City Council,-37.9446,145.0092,Southern Metropolitan,5454.0,Indoor,2130000.0
Glenroy,33 View St,4,h,S,Barry,30/07/2016,13.0,3046.0,4.0,2.0,1.0,624.0,258.0,2005.0,Moreland City Council,-37.6969,144.9334,Northern Metropolitan,8870.0,Detached Garage,638000.0
Richmond,43 Gardner St,2,h,PI,Biggin,13/05/2017,2.6,3121.0,2.0,1.0,0.0,134.0,63.7,1900.0,Yarra City Council,-37.817,145.0058,Northern Metropolitan,14949.0,Outdoor Stall,1050000.0
Hoppers Crossing,9 Matthew Cl,4,h,SP,One,16/09/2017,18.4,3029.0,4.0,2.0,2.0,452.0,134,1993.0,Wyndham City Council,-37.87517,144.67094,Western Metropolitan,13830.0,Detached Garage,525000.0
