Suburb,Address,Rooms,Type,Method,SellerG,Date,Distance,Postcode,Bedroom,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Latitude,Longitude,Regionname,Propertycount,ParkingArea,Price
Aberfeldie,4 Brunel Ct,3,h,S,Barry,17/09/2016,9.1,3040.0,3.0,1.0,1.0,465.0,115,1950.0,Moonee Valley City Council,-37.7626,144.8954,Western Metropolitan,1543.0,Indoor,1190000.0
Brunswick East,6212/172 Edward St,2,u,VB,LITTLE,17/09/2016,4.5,3057.0,2.0,2.0,1.0,0.0,71,2014.0,Moreland City Council,-37.7753,144.9725,Northern Metropolitan,5533.0,Parkade,590000.0
Fawkner,39 Lynch Rd,3,h,S,Stockdale,17/09/2016,12.4,3060.0,9.0,6.0,2.0,592.0,103,1960.0,Hume City Council,-37.712,144.9719,Northern Metropolitan,5070.0,Detached Garage,751000.0
Fawkner,250 McBryde St,3,h,S,Ray,17/09/2016,12.4,3060.0,3.0,1.0,4.0,528.0,120,1965.0,Hume City Council,-37.6989,144.9779,Northern Metropolitan,5070.0,Attached Garage,609000.0
Hawthorn East,45 Roseberry St,2,h,S,Fletchers,17/09/2016,7.5,3123.0,2.0,1.0,0.0,229.0,70,1900.0,Boroondara City Council,-37.8265,145.0484,Southern Metropolitan,6482.0,Detached Garage,1335000.0
Hawthorn East,66 Roseberry St,3,h,S,Jellis,17/09/2016,7.5,3123.0,3.0,2.0,2.0,431.0,120,1950.0,Boroondara City Council,-37.8269,145.0496,Southern Metropolitan,6482.0,Attached Garage,1825000.0
Kingsville,309 Geelong Rd,2,h,SP,Village,17/09/2016,7.8,3012.0,2.0,1.0,1.0,220.0,219,1890.0,Maribyrnong City Council,-37.8068,144.8782,Western Metropolitan,1808.0,Indoor,685000.0
Ormond,6/13 Ulupna Rd,1,u,SP,Thomson,17/09/2016,11.8,3204.0,1.0,1.0,1.0,0.0,36,1970.0,Glen Eira City Council,-37.9028,145.0426,Southern Metropolitan,3578.0,Carport,296000.0
West Footscray,28 Khartoum St,4,h,S,Sweeney,17/09/2016,8.2,3012.0,2.0,1.0,2.0,426.0,144,1930.0,Maribyrnong City Council,-37.7919,144.8793,Western Metropolitan,5058.0,Attached Garage,830000.0
Oakleigh,1249 North Rd,3,h,SP,Buxton,17/09/2016,14.0,3166.0,2.0,1.0,2.0,691.0,140,1950.0,Monash City Council,-37.9109,145.0995,Southern Metropolitan,3224.0,Detached Garage,865000.0
Seaholme,13 Sussex St,5,h,S,Greg,17/09/2016,12.7,3018.0,5.0,3.0,6.0,705.0,313,2005.0,Hobsons Bay City Council,-37.864,144.8437,Western Metropolitan,852.0,Parkade,1415000.0
Abbotsford,3/72 Charles St,4,h,PI,Kay,18/03/2017,2.5,3067.0,4.0,2.0,2.0,780.0,135,1900.0,Yarra City Council,-37.8073,144.9952,Northern Metropolitan,4019.0,Outdoor Stall,1330000.0
Airport West,478 Fullarton Rd,3,h,PI,Barry,18/03/2017,13.5,3042.0,3.0,3.0,2.0,555.0,192,1980.0,Moonee Valley City Council,-37.7285,144.8694,Western Metropolitan,3464.0,Attached Garage,810000.0
Airport West,144 Marshall Rd,3,h,S,Rendina,18/03/2017,13.5,3042.0,3.0,2.0,2.0,422.0,126,1995.0,Moonee Valley City Council,-37.7164,144.8792,Western Metropolitan,3464.0,Indoor,715000.0
Altona,27 McIntyre Dr,3,h,SP,Greg,18/03/2017,13.8,3018.0,3.0,2.0,2.0,534.0,136,1965.0,Hobsons Bay City Council,-37.86,144.8245,Western Metropolitan,5301.0,Indoor,840000.0
Armadale,10/581 Orrong Rd,1,u,SP,Jellis,18/03/2017,6.3,3143.0,1.0,1.0,1.0,0.0,53,1970.0,Stonnington City Council,-37.8531,145.0115,Southern Metropolitan,4836.0,Detached Garage,440000.0
Ascot Vale,3/8 Walter St,2,t,SP,Nelson,18/03/2017,5.9,3032.0,2.0,2.0,1.0,146.0,132,2015.0,Moonee Valley City Council,-37.7713,144.9038,Western Metropolitan,6567.0,Carport,865000.0
Ashburton,29A Yuile St,5,h,S,Jellis,18/03/2017,11.0,3147.0,5.0,5.0,2.0,755.0,444,2015.0,Boroondara City Council,-37.8598,145.0796,Southern Metropolitan,3052.0,Parkade,3510000.0
Balwyn,5/95 Balwyn Rd,2,u,PI,Marshall,18/03/2017,9.7,3103.0,2.0,1.0,1.0,87.0,88,1990.0,Boroondara City Council,-37.8134,145.081,Southern Metropolitan,5682.0,Carport,754000.0
Balwyn North,12 Clifton St,4,h,PI,Marshall,18/03/2017,9.2,3104.0,4.0,3.0,2.0,869.0,170,1950.0,Boroondara City Council,-37.8002,145.0999,Southern Metropolitan,7809.0,Underground,1720000.0
Bentleigh,3/18 Bleazby St,2,u,S,hockingstuart,18/03/2017,13.0,3204.0,2.0,1.0,1.0,677.0,88,2012.0,Glen Eira City Council,-37.9173,145.0359,Southern Metropolitan,6795.0,Attached Garage,725000.0
Bentleigh,2/1 Corbie St,3,t,S,Buxton,18/03/2017,13.0,3204.0,3.0,2.0,2.0,147.0,149,2007.0,Glen Eira City Council,-37.9317,145.0352,Southern Metropolitan,6795.0,Parkade,825000.0
Bentleigh,77B Fromer St,3,t,S,Buxton,18/03/2017,13.0,3204.0,3.0,2.0,2.0,0.0,160,2012.0,Glen Eira City Council,-37.9289,145.0478,Southern Metropolitan,6795.0,Detached Garage,1235000.0
Braybrook,13 Wilson St,3,h,S,YPA,18/03/2017,10.8,3019.0,3.0,1.0,0.0,557.0,90,1960.0,Maribyrnong City Council,-37.7899,144.8515,Western Metropolitan,3589.0,Detached Garage,696000.0
Brighton,12 May St,4,h,S,Biggin,18/03/2017,11.2,3186.0,4.0,2.0,4.0,569.0,229,1910.0,Bayside City Council,-37.8962,145.0011,Southern Metropolitan,10579.0,Detached Garage,2800000.0
Brunswick,23/10 Breese St,2,u,S,Nelson,18/03/2017,5.2,3056.0,2.0,1.0,1.0,1140.0,80,2010.0,Moreland City Council,-37.7634,144.9616,Northern Metropolitan,11918.0,Underground,501000.0
Brunswick,393A Brunswick Rd,3,h,S,Rendina,18/03/2017,5.2,3056.0,3.0,1.0,6.0,563.0,98,1960.0,Moreland City Council,-37.7757,144.9505,Northern Metropolitan,11918.0,Outdoor Stall,1260000.0
Brunswick,52 Evans St,3,h,S,Nelson,18/03/2017,5.2,3056.0,3.0,1.0,2.0,495.0,141,1920.0,Moreland City Council,-37.7702,144.9672,Northern Metropolitan,11918.0,Detached Garage,1650000.0
Brunswick,8/705 Park St,2,u,S,Brad,18/03/2017,5.2,3056.0,2.0,1.0,1.0,0.0,57,1970.0,Moreland City Council,-37.7778,144.9594,Northern Metropolitan,11918.0,Parkade,601000.0
Brunswick,17 Sutherland St,2,h,S,Nelson,18/03/2017,5.2,3056.0,2.0,1.0,0.0,453.0,86,1920.0,Moreland City Council,-37.762,144.9547,Northern Metropolitan,11918.0,Detached Garage,1015000.0
Brunswick West,3/546 Moreland Rd,2,u,S,Ray,18/03/2017,5.9,3055.0,2.0,1.0,1.0,2120.0,59,1960.0,Moreland City Council,-37.7524,144.9347,Northern Metropolitan,7082.0,Carport,370000.0
Bulleen,7 Kampman St,4,h,S,McGrath,18/03/2017,11.8,3105.0,4.0,2.0,2.0,744.0,300,1985.0,Manningham City Council,-37.7791,145.086,Eastern Metropolitan,4480.0,Attached Garage,1300000.0
Camberwell,15 Hollsmoor Rd,4,h,S,Jellis,18/03/2017,7.8,3124.0,4.0,2.0,2.0,813.0,163,1960.0,Boroondara City Council,-37.8405,145.0903,Southern Metropolitan,8920.0,Detached Garage,2228000.0
Canterbury,77 Highfield Rd,5,h,VB,RT,18/03/2017,9.0,3126.0,5.0,4.0,4.0,684.0,427,2013.0,Boroondara City Council,-37.832,145.0853,Southern Metropolitan,3265.0,Indoor,3550000.0
Carlton North,75 Fenwick St,3,h,S,Nelson,18/03/2017,3.2,3054.0,3.0,2.0,0.0,84.0,148,1970.0,Melbourne City Council,-37.7879,144.9736,Northern Metropolitan,3106.0,Carport,2050000.0
Chadstone,7 Inga Ct,3,h,S,Buxton,18/03/2017,13.6,3148.0,3.0,1.0,2.0,620.0,88,1970.0,Monash City Council,-37.8812,145.105,Southern Metropolitan,3582.0,Outdoor Stall,1301000.0
Clifton Hill,31 Fenwick St,2,h,VB,Nelson,18/03/2017,3.4,3068.0,2.0,1.0,0.0,156.0,107,1890.0,Yarra City Council,-37.7892,144.9999,Northern Metropolitan,2954.0,Carport,1450000.0
Coburg,19 Audley St,4,h,S,Ray,18/03/2017,7.8,3058.0,4.0,3.0,1.0,420.0,146,1920.0,Darebin City Council,-37.7501,144.962,Northern Metropolitan,11204.0,Underground,1136000.0
Coburg,13 Carron St,2,t,S,Ray,18/03/2017,7.8,3058.0,2.0,1.0,1.0,97.0,95,2014.0,Darebin City Council,-37.7516,144.9623,Northern Metropolitan,11204.0,Outdoor Stall,635000.0
Doncaster,4/98 Church Rd,4,t,S,Fletchers,18/03/2017,13.9,3108.0,4.0,2.0,2.0,182.0,160,1998.0,Manningham City Council,-37.7888,145.138,Eastern Metropolitan,9028.0,Attached Garage,985000.0
Doncaster,15 Glenda St,3,h,S,Jellis,18/03/2017,13.9,3108.0,3.0,1.0,2.0,651.0,119,1970.0,Manningham City Council,-37.7827,145.1051,Eastern Metropolitan,9028.0,Indoor,1300000.0
Essendon,24A Daisy St,2,h,S,Barry,18/03/2017,8.0,3040.0,2.0,1.0,2.0,225.0,107,1990.0,Moonee Valley City Council,-37.7548,144.9113,Western Metropolitan,9264.0,Parkade,930000.0
Essendon,5/36 King St,2,u,SP,Jellis,18/03/2017,8.0,3040.0,2.0,1.0,1.0,0.0,68,1975.0,Moonee Valley City Council,-37.7461,144.9058,Western Metropolitan,9264.0,Detached Garage,395000.0
Fairfield,1/72 Rathmines St,2,u,S,hockingstuart,18/03/2017,5.8,3078.0,2.0,1.0,1.0,1658.0,68,1970.0,Darebin City Council,-37.7781,145.0157,Northern Metropolitan,2970.0,Carport,510000.0
Fitzroy North,35 Birkenhead St,2,h,S,Chambers,18/03/2017,3.5,3068.0,2.0,1.0,0.0,136.0,92,1890.0,Moreland City Council,-37.7819,144.9824,Northern Metropolitan,6244.0,Indoor,1290000.0
Fitzroy North,8/3 Miller St,2,t,S,Woodards,18/03/2017,3.5,3068.0,2.0,2.0,2.0,0.0,95,2002.0,Moreland City Council,-37.7761,144.9792,Northern Metropolitan,6244.0,Parkade,750000.0
Fitzroy North,23/86 Queens Pde,2,u,SP,Nelson,18/03/2017,3.5,3068.0,2.0,1.0,2.0,0.0,92,2010.0,Moreland City Council,-37.7918,144.9824,Northern Metropolitan,6244.0,Detached Garage,675000.0
Hampton,16 Smith St,5,h,PI,Hodges,18/03/2017,13.7,3188.0,5.0,4.0,2.0,1000.0,324,1950.0,Bayside City Council,-37.9332,145.0226,Southern Metropolitan,5454.0,Detached Garage,2600000.0
Hawthorn,11/70 Church St,3,u,S,Jellis,18/03/2017,4.6,3122.0,3.0,1.0,1.0,0.0,75,1970.0,Boroondara City Council,-37.8153,145.021,Southern Metropolitan,11308.0,Parkade,630000.0
Hawthorn,1 College St,3,h,PI,Jellis,18/03/2017,4.6,3122.0,3.0,2.0,0.0,198.0,148,1910.0,Boroondara City Council,-37.8169,145.0234,Southern Metropolitan,11308.0,Underground,1560000.0
Hawthorn,305/567 Glenferrie Rd,3,u,VB,hockingstuart,18/03/2017,4.6,3122.0,3.0,2.0,2.0,0.0,88,2014.0,Boroondara City Council,-37.8268,145.0344,Southern Metropolitan,11308.0,Detached Garage,840000.0
Ivanhoe,32 Ailsa Gr,3,h,S,Miles,18/03/2017,7.9,3079.0,3.0,2.0,2.0,684.0,232,2000.0,Banyule City Council,-37.7659,145.0392,Eastern Metropolitan,5549.0,Detached Garage,1850000.0
Keilor East,7 Park Dr,3,t,SP,Nelson,18/03/2017,12.8,3033.0,3.0,2.0,2.0,224.0,154,1998.0,Brimbank City Council,-37.749,144.8599,Western Metropolitan,5629.0,Outdoor Stall,680000.0
Kensington,13/26 Barnett St,1,u,S,Jellis,18/03/2017,4.2,3031.0,1.0,1.0,0.0,0.0,67,1997.0,Melbourne City Council,-37.7913,144.9323,Northern Metropolitan,5263.0,Carport,445000.0
Kew,30 College Pde,4,h,S,Marshall,18/03/2017,5.6,3101.0,4.0,2.0,2.0,660.0,215,1928.0,Boroondara City Council,-37.8124,145.0361,Southern Metropolitan,10331.0,Carport,2590000.0
Kew,176 Cotham Rd,4,h,PI,Marshall,18/03/2017,5.6,3101.0,4.0,2.0,2.0,717.0,225,1890.0,Boroondara City Council,-37.8083,145.0418,Southern Metropolitan,10331.0,Detached Garage,2625000.0
Maidstone,17/46 Eucalyptus Dr,2,u,S,hockingstuart,18/03/2017,9.2,3012.0,2.0,1.0,1.0,15100.0,66,2012.0,Maribyrnong City Council,-37.7795,144.8729,Western Metropolitan,3873.0,Outdoor Stall,352500.0
Malvern East,1/14 Durward Rd,4,t,PI,Jellis,18/03/2017,11.2,3145.0,4.0,2.0,2.0,310.0,180,1990.0,Stonnington City Council,-37.8822,145.0837,Southern Metropolitan,8801.0,Indoor,1240000.0
Malvern East,2/14 Durward Rd,3,t,PI,Jellis,18/03/2017,11.2,3145.0,3.0,2.0,2.0,181.0,151,1990.0,Stonnington City Council,-37.8823,145.0839,Southern Metropolitan,8801.0,Parkade,1120000.0
Malvern East,558 Waverley Rd,3,h,S,Marshall,18/03/2017,11.2,3145.0,3.0,1.0,2.0,888.0,165,1886.0,Stonnington City Council,-37.8799,145.0738,Southern Metropolitan,8801.0,Attached Garage,1500000.0
Maribyrnong,20/9 Fabian Ct,2,t,S,Trimson,18/03/2017,8.7,3032.0,2.0,1.0,1.0,83.0,88,1980.0,Maribyrnong City Council,-37.7732,144.8927,Western Metropolitan,4918.0,Indoor,429000.0
Maribyrnong,23/4 Wests Rd,3,h,SP,Raine,18/03/2017,8.7,3032.0,3.0,2.0,2.0,4977.0,95,2005.0,Maribyrnong City Council,-37.7737,144.8816,Western Metropolitan,4918.0,Attached Garage,456000.0
Melbourne,1001/639 Little Bourke St,2,u,VB,Greg,18/03/2017,2.8,3000.0,2.0,1.0,2.0,0.0,55,1917.0,Melbourne City Council,-37.816,144.9535,Northern Metropolitan,17496.0,Indoor,470000.0
Mont Albert,12 Rostrevor Pde,4,h,S,Kay,18/03/2017,11.8,3127.0,4.0,2.0,2.0,813.0,170,1938.0,Boroondara City Council,-37.8118,145.1065,Eastern Metropolitan,2079.0,Outdoor Stall,2335000.0
Moonee Ponds,18A Fanny St,5,t,PI,Nelson,18/03/2017,6.9,3039.0,5.0,2.0,2.0,207.0,168,2004.0,Moonee Valley City Council,-37.7615,144.9333,Western Metropolitan,6232.0,Indoor,980000.0
Newport,53 Mason St,4,h,S,Greg,18/03/2017,8.4,3015.0,4.0,1.0,1.0,0.0,163,1880.0,Hobsons Bay City Council,-37.8423,144.8795,Western Metropolitan,5498.0,Attached Garage,1115000.0
Northcote,2/19 Glanfield St,2,u,PI,Barry,18/03/2017,5.5,3070.0,2.0,1.0,1.0,120.0,76,1975.0,Darebin City Council,-37.7715,145.0075,Northern Metropolitan,11364.0,Outdoor Stall,665000.0
Oak Park,4/29 Margaret St,2,t,S,Eview,18/03/2017,11.5,3046.0,2.0,1.0,1.0,161.0,86,2013.0,Moreland City Council,-37.7218,144.9188,Northern Metropolitan,2651.0,Detached Garage,585500.0
Oakleigh South,9 Emerald St,3,h,S,hockingstuart,18/03/2017,14.7,3167.0,3.0,1.0,2.0,535.0,129,1970.0,Kingston City Council,-37.9377,145.0856,South-Eastern Metropolitan,3692.0,Attached Garage,921000.0
Pascoe Vale,282 Cumberland Rd,3,h,SP,hockingstuart,18/03/2017,9.9,3044.0,3.0,2.0,2.0,540.0,146,1999.0,Moreland City Council,-37.7174,144.941,Northern Metropolitan,7485.0,Parkade,750000.0
Pascoe Vale,48 Derby St,4,h,SP,hockingstuart,18/03/2017,9.9,3044.0,4.0,2.0,2.0,250.0,194,1983.0,Moreland City Council,-37.7319,144.9461,Northern Metropolitan,7485.0,Carport,822000.0
Prahran,602/220 Commercial Rd,2,u,S,hockingstuart,18/03/2017,4.5,3181.0,2.0,2.0,1.0,0.0,101,1850.0,Stonnington City Council,-37.847,144.9936,Southern Metropolitan,7717.0,Outdoor Stall,841000.0
Prahran,2/261 Dandenong Rd,2,u,VB,hockingstuart,18/03/2017,4.5,3181.0,2.0,1.0,1.0,0.0,78,2004.0,Stonnington City Council,-37.8588,145.0024,Southern Metropolitan,7717.0,Parking Pad,570000.0
Prahran,13/20 St Edmonds Rd,2,u,S,Dingle,18/03/2017,4.5,3181.0,2.0,1.0,1.0,0.0,71,2000.0,Stonnington City Council,-37.8506,144.9919,Southern Metropolitan,7717.0,Carport,560000.0
Preston,3/9 Cormac St,2,t,S,Harcourts,18/03/2017,8.8,3072.0,2.0,1.0,1.0,113.0,90,2013.0,Darebin City Council,-37.7479,145.0153,Northern Metropolitan,14577.0,Indoor,660000.0
Preston,6/383 Gilbert Rd,2,u,S,Nelson,18/03/2017,8.8,3072.0,2.0,1.0,1.0,0.0,65,1980.0,Darebin City Council,-37.7377,144.9899,Northern Metropolitan,14577.0,Parkade,436000.0
Preston,43 May St,2,h,S,Nelson,18/03/2017,8.8,3072.0,2.0,1.0,2.0,479.0,85,1950.0,Darebin City Council,-37.733,144.9961,Northern Metropolitan,14577.0,Carport,876000.0
Preston,198 Raglan St,2,h,SP,Nelson,18/03/2017,8.8,3072.0,2.0,2.0,1.0,352.0,103,1950.0,Darebin City Council,-37.7495,145.0092,Northern Metropolitan,14577.0,Detached Garage,910000.0
Reservoir,4 Hickford St,3,h,S,Love,18/03/2017,11.2,3073.0,3.0,2.0,2.0,456.0,137,1970.0,Darebin City Council,-37.7061,145.0308,Northern Metropolitan,21650.0,Detached Garage,655000.0
Reservoir,1/12 Merino St,2,u,SP,Love,18/03/2017,11.2,3073.0,2.0,1.0,1.0,183.0,93,1980.0,Darebin City Council,-37.7078,145.033,Northern Metropolitan,21650.0,Carport,440000.0
Richmond,6 Brady St,3,h,S,Biggin,18/03/2017,2.6,3121.0,3.0,2.0,1.0,132.0,95,1900.0,Yarra City Council,-37.822,145.0041,Northern Metropolitan,14949.0,Attached Garage,1275000.0
Richmond,40 York St,3,h,VB,Jellis,18/03/2017,2.6,3121.0,3.0,2.0,1.0,131.0,76,1900.0,Yarra City Council,-37.8132,144.9929,Northern Metropolitan,14949.0,Carport,1550000.0
Seddon,22 Alfred St,3,h,VB,Village,18/03/2017,6.6,3011.0,3.0,1.0,0.0,234.0,111,1900.0,Maribyrnong City Council,-37.8051,144.8858,Western Metropolitan,2417.0,Detached Garage,1080000.0
South Yarra,49 Leopold St,4,h,PI,Williams,18/03/2017,3.3,3141.0,4.0,2.0,2.0,141.0,127,1880.0,Melbourne City Council,-37.8366,144.9827,Southern Metropolitan,14887.0,Underground,2600000.0
South Yarra,6/49 Osborne St,1,u,VB,Jellis,18/03/2017,3.3,3141.0,1.0,1.0,0.0,0.0,47,1970.0,Melbourne City Council,-37.8437,144.9904,Southern Metropolitan,14887.0,Parking Pad,320000.0
St Kilda,203/43 Duke St,1,u,VB,Whiting,18/03/2017,6.1,3182.0,1.0,1.0,1.0,0.0,52,2012.0,Port Phillip City Council,-37.8676,144.9901,Southern Metropolitan,13240.0,Detached Garage,400000.0
St Kilda,7/17 Herbert St,1,u,PI,Buxton,18/03/2017,6.1,3182.0,1.0,1.0,1.0,0.0,49,1970.0,Port Phillip City Council,-37.8716,144.9828,Southern Metropolitan,13240.0,Indoor,1210000.0
Strathmore,45 Loeman St,4,h,VB,Brad,18/03/2017,9.7,3041.0,4.0,2.0,2.0,689.0,25,1977.0,Moonee Valley City Council,-37.7345,144.9196,Western Metropolitan,3284.0,Carport,1280000.0
Sunshine,94 Couch St,4,h,PI,Douglas,18/03/2017,12.6,3020.0,4.0,1.0,1.0,603.0,106,1950.0,Brimbank City Council,-37.7945,144.8267,Western Metropolitan,3755.0,Indoor,670000.0
Sunshine West,50 Killara St,3,h,S,Burnham,18/03/2017,13.5,3020.0,3.0,1.0,0.0,540.0,121,1967.0,Brimbank City Council,-37.789,144.8195,Western Metropolitan,6763.0,Indoor,690000.0
Thornbury,2/2 Dundas St,2,u,S,McGrath,18/03/2017,6.5,3071.0,2.0,1.0,1.0,0.0,52,1970.0,Darebin City Council,-37.7526,145.0023,Northern Metropolitan,8870.0,Parkade,450000.0
Toorak,11/38 Grange Rd,3,u,S,hockingstuart,18/03/2017,4.6,3142.0,3.0,1.0,1.0,57.0,107,1960.0,Stonnington City Council,-37.8371,145.012,Southern Metropolitan,7217.0,Indoor,950000.0
West Melbourne,9/561 Spencer St,3,u,S,Alexkarbon,18/03/2017,1.9,3003.0,3.0,1.0,1.0,0.0,153,1940.0,Melbourne City Council,-37.8076,144.9474,Northern Metropolitan,2230.0,Carport,995000.0
Windsor,3/11 Lincoln Pl,2,h,PI,Marshall,18/03/2017,5.1,3181.0,2.0,2.0,2.0,521.0,122,2000.0,Port Phillip City Council,-37.8543,144.9939,Southern Metropolitan,4380.0,Indoor,1177000.0
Yarraville,7 Stewart St,4,h,VB,Village,18/03/2017,7.0,3013.0,4.0,2.0,0.0,297.0,175,1900.0,Maribyrnong City Council,-37.8108,144.888,Western Metropolitan,6543.0,Parking Pad,1340000.0
Carlton,100 Faraday St,2,h,S,Jellis,18/03/2017,1.8,3053.0,2.0,1.0,0.0,101.0,60,1880.0,Melbourne City Council,-37.7989,144.9713,Northern Metropolitan,6786.0,Indoor,1010000.0
Fawkner,3 Syndal St,3,h,SP,Brad,18/03/2017,12.4,3060.0,3.0,1.0,3.0,602.0,97,1950.0,Hume City Council,-37.7144,144.9737,Northern Metropolitan,5070.0,Indoor,650000.0
Oakleigh,13 Hilbert Ct,3,h,S,Buxton,18/03/2017,14.0,3166.0,3.0,1.0,2.0,548.0,115,1975.0,Monash City Council,-37.8951,145.101,Southern Metropolitan,3224.0,Parkade,1033000.0
Abbotsford,6/219 Nicholson St,2,u,S,Collins,18/06/2016,2.5,3067.0,2.0,1.0,1.0,0.0,60,1970.0,Yarra City Council,-37.8015,144.9972,Northern Metropolitan,4019.0,Carport,500000.0
Abbotsford,52a William St,2,h,PI,Biggin,18/06/2016,2.5,3067.0,2.0,2.0,1.0,124.0,135,2013.0,Yarra City Council,-37.8079,144.9977,Northern Metropolitan,4019.0,Detached Garage,1100000.0
Airport West,3/7 South Rd,3,t,SP,Nelson,18/06/2016,13.5,3042.0,2.0,2.0,1.0,161.0,101,2010.0,Moonee Valley City Council,-37.7231,144.8802,Western Metropolitan,3464.0,Indoor,540000.0
Armadale,14 New St,3,h,VB,Jellis,18/06/2016,6.3,3143.0,2.0,1.0,2.0,212.0,106,1900.0,Stonnington City Council,-37.8542,145.0149,Southern Metropolitan,4836.0,Parkade,1300000.0
Ascot Vale,12/9 Milton St,2,u,S,Alexkarbon,18/06/2016,5.9,3032.0,2.0,1.0,1.0,0.0,62,1975.0,Moonee Valley City Council,-37.7733,144.9219,Western Metropolitan,6567.0,Carport,442000.0
Balaclava,6 Blenheim St,3,h,S,McGrath,18/06/2016,6.6,3183.0,3.0,1.0,1.0,178.0,100,1920.0,Port Phillip City Council,-37.8663,144.9948,Southern Metropolitan,2952.0,Detached Garage,1193000.0
Bentleigh,5 Luckins Rd,3,h,PI,Buxton,18/06/2016,13.0,3204.0,3.0,1.0,2.0,694.0,125,1950.0,Glen Eira City Council,-37.9315,145.0445,Southern Metropolitan,6795.0,Parkade,1165000.0
Bentleigh,13 Wood St,4,h,S,hockingstuart,18/06/2016,13.0,3204.0,4.0,2.0,4.0,736.0,284,1950.0,Glen Eira City Council,-37.9224,145.0462,Southern Metropolitan,6795.0,Attached Garage,1910000.0
Bentleigh East,1/38 Kennedy St,4,t,S,Buxton,18/06/2016,13.9,3165.0,4.0,2.0,1.0,316.0,190,2010.0,Glen Eira City Council,-37.9198,145.0789,Southern Metropolitan,10969.0,Indoor,1045000.0
Bentleigh East,2/119 Marlborough St,2,u,S,hockingstuart,18/06/2016,13.9,3165.0,2.0,1.0,1.0,154.0,80,2000.0,Glen Eira City Council,-37.9079,145.0685,Southern Metropolitan,10969.0,Carport,655000.0
Bentleigh East,3 Molden St,5,h,S,Hodges,18/06/2016,13.9,3165.0,5.0,3.0,2.0,623.0,257,1950.0,Glen Eira City Council,-37.9066,145.0541,Southern Metropolitan,10969.0,Detached Garage,1550000.0
Bentleigh East,2/53 Moylan St,3,h,S,Woodards,18/06/2016,13.9,3165.0,3.0,1.0,1.0,250.0,105,1980.0,Glen Eira City Council,-37.9087,145.0537,Southern Metropolitan,10969.0,Attached Garage,835000.0
Bentleigh East,31b Purtell St,4,t,S,Buxton,18/06/2016,13.9,3165.0,3.0,2.0,2.0,319.0,256,2015.0,Glen Eira City Council,-37.9256,145.0533,Southern Metropolitan,10969.0,Outdoor Stall,1465000.0
Bentleigh East,24 Veronica St,3,h,S,Buxton,18/06/2016,13.9,3165.0,3.0,1.0,1.0,587.0,96,1950.0,Glen Eira City Council,-37.9241,145.0763,Southern Metropolitan,10969.0,Detached Garage,910000.0
Bentleigh East,2/14 Wamba Rd,3,u,SP,Buxton,18/06/2016,13.9,3165.0,3.0,2.0,1.0,388.0,123,2007.0,Glen Eira City Council,-37.9329,145.053,Southern Metropolitan,10969.0,Attached Garage,920000.0
Box Hill,19 Kent Rd,3,h,S,Lindellas,18/06/2016,13.1,3128.0,3.0,1.0,1.0,307.0,106,1890.0,Whitehorse City Council,-37.8247,145.1206,Eastern Metropolitan,4605.0,Carport,928000.0
Brighton East,27 Arnold Rd,4,h,PI,Buxton,18/06/2016,10.7,3187.0,4.0,2.0,2.0,654.0,286,2000.0,Bayside City Council,-37.9292,145.0236,Southern Metropolitan,6938.0,Detached Garage,2200000.0
Brunswick,3 Ballarat St,1,t,PI,Jellis,18/06/2016,5.2,3056.0,1.0,1.0,1.0,82.0,114,1930.0,Moreland City Council,-37.7661,144.9614,Northern Metropolitan,11918.0,Outdoor Stall,625000.0
Brunswick,5 Black St,3,h,S,Collins,18/06/2016,5.2,3056.0,3.0,2.0,1.0,0.0,195,1945.0,Moreland City Council,-37.7763,144.9597,Northern Metropolitan,11918.0,Parking Pad,1700000.0
Brunswick,11/68 De Carle St,2,u,SP,Jellis,18/06/2016,5.2,3056.0,2.0,1.0,1.0,0.0,57,1973.0,Moreland City Council,-37.7597,144.9655,Northern Metropolitan,11918.0,Detached Garage,435000.0
Brunswick West,2/8 Walker St,1,u,S,Jellis,18/06/2016,5.9,3055.0,1.0,1.0,1.0,0.0,43,1970.0,Moreland City Council,-37.7661,144.9422,Northern Metropolitan,7082.0,Parkade,320000.0
Burwood,8 Pescott Cl,4,t,S,Jellis,18/06/2016,11.7,3125.0,4.0,2.0,2.0,399.0,212,2005.0,Monash City Council,-37.8597,145.1084,Southern Metropolitan,5678.0,Detached Garage,1270000.0
Carnegie,1/12 Kokaribb Rd,2,u,S,Property,18/06/2016,11.4,3163.0,2.0,1.0,1.0,103.0,82,1970.0,Glen Eira City Council,-37.8873,145.0559,Southern Metropolitan,7822.0,Outdoor Stall,656000.0
Carnegie,2 Kokaribb Rd,2,h,S,hockingstuart,18/06/2016,11.4,3163.0,2.0,1.0,1.0,264.0,110,1930.0,Glen Eira City Council,-37.8864,145.0561,Southern Metropolitan,7822.0,Carport,930000.0
Carnegie,2/11 Maroona Rd,2,u,S,hockingstuart,18/06/2016,11.4,3163.0,2.0,1.0,1.0,0.0,64,1970.0,Glen Eira City Council,-37.8889,145.048,Southern Metropolitan,7822.0,Attached Garage,415000.0
